category,priority,year,month,latitude,longitude,district
DISTURBANCE (OTHER),1,2018,10,29.9410775,-90.0989298,2
"BURGLAR ALARM, SILENT",2,2018,10,29.96525536,-90.12627267,2
MEDICAL,2,2018,10,0,0,4
AREA CHECK,1,2018,10,30.00622575,-90.12184448,3
DISTURBANCE (OTHER),1,2018,10,29.94961014,-90.06460433,8
"BURGLAR ALARM, SILENT",1,2018,10,29.95315992,-90.1027271,2
COMPLAINT OTHER,2,2018,10,29.93893475,-90.05291878,4
DISTURBANCE (OTHER),2,2018,10,29.9264833,-90.09194703,6
COMPLAINT OTHER,1,2018,10,29.94989188,-90.10153859,2
LOST PROPERTY,0,2018,10,29.90581661,-89.98986067,4
"BURGLAR ALARM, SILENT",2,2018,10,29.95315992,-90.1027271,2
SUSPICIOUS PERSON,1,2018,10,30.05844657,-89.95933597,7
COMPLAINT OTHER,1,2018,10,29.95851087,-90.07048346,1
COMPLAINT OTHER,1,2018,10,29.95851087,-90.07048346,1
TOW IMPOUNDED VEHICLE (PRIVATE),0,2018,10,30.02102193,-89.9862808,7
AUTO THEFT,1,2018,10,29.93088813,-90.02011318,4
COMPLAINT OTHER,1,2018,10,29.96465279,-90.07332637,1
"BURGLAR ALARM, SILENT",1,2018,10,29.9563629,-90.08789216,1
AREA CHECK,1,2018,10,29.93728292,-90.10190356,2
BUSINESS CHECK,1,2018,10,29.9457222,-90.09023454,6
SIMPLE CRIMINAL DAMAGE,1,2018,10,29.92313243,-90.02184348,4
MEDICAL,2,2018,10,0,0,6
TRAFFIC INCIDENT,1,2018,10,29.95161054,-90.12526816,2
SIMPLE BURGLARY,1,2018,10,29.96711758,-90.04832655,5
DRIVING WHILE UNDER INFLUENCE,1,2018,10,29.96089385,-90.07647584,1
FIRE,1,2018,10,30.06414211,-89.93986418,7
BUSINESS CHECK,1,2018,10,29.95181947,-90.12048614,2
DISTURBANCE (OTHER),1,2018,10,30.00674847,-90.05966595,3
COMPLAINT OTHER,1,2018,10,29.92212769,-90.12213973,2
HIT & RUN,1,2018,10,29.97774892,-90.05625842,5
DOMESTIC DISTURBANCE,2,2018,10,29.96837665,-90.02209377,5
DISTURBANCE (OTHER),1,2018,10,29.96024903,-90.06907651,1
AUTO ACCIDENT WITH INJURY,1,2018,10,29.98632374,-90.0761358,1
"OBSCENITY, EXPOSING",2,2018,10,30.00346358,-90.05901638,3
AREA CHECK,1,2018,10,29.93385818,-90.06985946,6
HIT & RUN,1,2018,10,30.02807314,-90.07816608,3
COMPLAINT OTHER,1,2018,10,29.95803273,-90.07202376,1
COMPLAINT OTHER,1,2018,10,29.95440774,-90.06870498,8
RETURN FOR ADDITIONAL INFO,1,2018,10,29.97062974,-90.03445086,5
AREA CHECK,1,2018,10,30.00439072,-90.10579995,3
COMPLAINT OTHER,1,2018,10,29.93930416,-90.09425703,6
RETURN FOR ADDITIONAL INFO,1,2018,10,29.97062974,-90.03445086,5
AREA CHECK,1,2018,10,29.97119725,-90.08020982,1
MENTAL PATIENT,2,2018,10,0,0,5
COMPLAINT OTHER,1,2018,10,30.04663604,-89.98902813,7
AUTO ACCIDENT,1,2018,10,29.97244428,-90.0170727,5
TOW IMPOUNDED VEHICLE (PRIVATE),0,2018,10,29.99519393,-90.04792427,3
SHOPLIFTING,1,2018,10,29.97654141,-90.09677923,1
QUALITY OF LIFE ISSUE,1,2018,10,29.95907108,-90.07754633,1
COMPLAINT OTHER,1,2018,10,30.04109603,-89.90904693,7
DISTURBANCE (OTHER),1,2018,10,29.93876649,-90.10187739,2
DIRECTED PATROL,1,2018,10,29.92391968,-89.98427135,4
DISTURBANCE (OTHER),1,2018,10,29.93992132,-90.10379723,2
COMPLAINT OTHER,1,2018,10,29.96087971,-90.06508062,8
COMPLAINT OTHER,1,2018,10,30.01430474,-90.11537912,3
DIRECTED PATROL,1,2018,10,29.92180598,-90.02241945,4
DISTURBANCE (OTHER),1,2018,10,29.92546997,-90.10234395,2
HOLD UP ALARM,2,2018,10,30.01166209,-90.05055792,3
AGGRAVATED BURGLARY DOMESTIC,2,2018,10,29.97683917,-90.06328225,5
DRUG VIOLATIONS,1,2018,10,29.9680889,-90.03256975,5
RETURN FOR ADDITIONAL INFO,1,2018,10,30.05844657,-89.95933597,7
COMPLAINT OTHER,1,2018,10,29.93903103,-90.0807134,6
SUSPICIOUS PERSON,2,2018,10,30.03807215,-90.00221547,7
SUSPICIOUS PERSON,2,2018,10,29.9725418,-90.08010717,1
COMPLAINT OTHER,2,2018,10,29.95655932,-90.02336885,5
DOMESTIC DISTURBANCE,2,2018,10,29.94042236,-90.0496644,4
COMPLAINT OTHER,1,2018,10,29.93712858,-90.09218673,6
AREA CHECK,1,2018,10,29.94198697,-90.09514101,6
COMPLAINT OTHER,1,2018,10,29.97962806,-90.09922796,3
MUNICIPAL ATTACHMENT,1,2018,10,29.95440774,-90.06870498,8
COMPLAINT OTHER,1,2018,10,30.02263584,-90.06063202,3
COMPLAINT OTHER,1,2018,10,29.99244956,-90.05386503,3
DISTURBANCE (OTHER),2,2018,10,29.99244956,-90.05386503,3
COMPLAINT OTHER,1,2018,10,30.01555115,-90.04846809,3
AREA CHECK,1,2018,10,30.00411603,-90.10268056,3
"BURGLAR ALARM, SILENT",1,2018,10,29.93123947,-90.11660715,2
COMPLAINT OTHER,1,2018,10,29.95470912,-90.06915346,8
COMPLAINT OTHER,1,2018,10,29.95462091,-90.07142502,8
HOLD UP ALARM,2,2018,10,29.93536009,-90.08794515,6
COMPLAINT OTHER,1,2018,10,29.97628718,-90.11200022,3
COMPLAINT OTHER,1,2018,10,29.94132428,-90.08009571,6
TRAFFIC INCIDENT,1,2018,10,29.94659077,-90.1106856,2
SUSPICIOUS PERSON,1,2018,10,29.96502671,-90.04311939,5
AUTO THEFT,0,2018,10,29.97460268,-90.08649799,1
AUTO ACCIDENT,1,2018,10,29.98101566,-90.11383788,3
MUNICIPAL ATTACHMENT,1,2018,10,30.04109603,-89.90904693,7
COMPLAINT OTHER,1,2018,10,29.9599172,-90.05997994,8
SUSPICIOUS PERSON,2,2018,10,29.94486083,-90.08690506,6
AUTO ACCIDENT,2,2018,10,29.96991847,-90.10927727,3
AUTO THEFT,1,2018,10,29.96746806,-90.07184723,1
AUTO ACCIDENT,2,2018,10,29.93952325,-90.06748026,6
COMPLAINT OTHER,1,2018,10,29.96589132,-90.08762021,1
PROWLER,2,2018,10,29.99401838,-90.06620346,3
"BURGLAR ALARM, SILENT",1,2018,10,30.01338381,-90.06866397,3
SIMPLE BATTERY,1,2018,10,29.95273219,-90.07092401,8
SIMPLE BATTERY,1,2018,10,29.95299147,-90.07050939,8
MEDICAL,2,2018,10,0,0,8
SIMPLE CRIMINAL DAMAGE,1,2018,10,29.98299894,-90.05186733,5
THEFT,1,2018,10,29.94682993,-90.07498664,8
COMPLAINT OTHER,1,2018,10,29.92891907,-90.07257517,6
AREA CHECK,1,2018,10,29.94890015,-90.09698293,6
DISTURBANCE (OTHER),1,2018,10,30.03879191,-89.92556021,7
SIMPLE KIDNAPPING,1,2018,10,30.04181628,-89.9312719,7
BUSINESS CHECK,1,2018,10,30.02430258,-89.98861347,7
THEFT,1,2018,10,29.98054034,-90.07705274,1
"BURGLAR ALARM, SILENT",1,2018,10,30.00268804,-90.0429762,3
TRAFFIC INCIDENT,1,2018,10,29.94488071,-90.03370871,4
QUALITY OF LIFE ISSUE,1,2018,10,29.95808235,-90.08040392,1
TRAFFIC INCIDENT,1,2018,10,29.92094682,-90.01470707,4
DISTURBANCE (OTHER),1,2018,10,29.93620565,-90.07814259,6
COMPLAINT OTHER,1,2018,10,29.97444579,-90.11743842,3
DOMESTIC DISTURBANCE,2,2018,10,29.95296578,-90.07206577,8
TRAFFIC INCIDENT,1,2018,10,29.94007161,-90.10357105,2
SIMPLE CRIMINAL DAMAGE,0,2018,10,29.93729721,-90.11429442,2
BUSINESS CHECK,1,2018,10,29.95810538,-90.10979556,2
BUSINESS CHECK,1,2018,10,30.04775981,-89.96306573,7
AGGRAVATED ASSAULT,1,2018,10,0.0,0.0,0
TRAFFIC INCIDENT,1,2018,10,29.93917621,-90.01868666,4
AUTO ACCIDENT WITH INJURY,2,2018,10,29.94238695,-90.07009512,8
SIMPLE BATTERY,1,2018,10,29.96791194,-90.07821198,1
SIMPLE BATTERY,1,2018,10,29.9205231,-90.004066,4
QUALITY OF LIFE ISSUE,1,2018,10,29.94583239,-90.08048711,6
SIMPLE BURGLARY VEHICLE,1,2018,10,29.98498061,-90.11105669,3
COMPLAINT OTHER,1,2018,10,29.98487378,-90.06155103,5
SHOPLIFTING,1,2018,10,29.93505534,-90.10825948,2
COMPLAINT OTHER,1,2018,10,29.96340436,-90.09469548,1
DIRECTED PATROL,1,2018,10,29.96756012,-90.05662642,5
DISTURBANCE (OTHER),1,2018,10,29.95581144,-90.07273599,1
SUSPICIOUS PERSON,2,2018,10,29.9423894,-90.08445294,6
AUTO ACCIDENT WITH INJURY,1,2018,10,30.0029868,-90.05015927,3
SIMPLE CRIMINAL DAMAGE,1,2018,10,29.96554081,-90.09171757,1
"BURGLAR ALARM, SILENT",2,2018,10,30.00284898,-90.11039916,3
COMPLAINT OTHER,1,2018,10,29.9532761,-90.06900885,8
RESIDENCE BURGLARY,1,2018,10,29.96892059,-90.11979896,2
FIGHT,2,2018,10,29.9560189,-90.12812867,2
MEDICAL,2,2018,10,0,0,2
QUALITY OF LIFE ISSUE,1,2018,10,29.94490103,-90.0789326,6
WARR STOP WITH RELEASE,0,2018,10,30.04109603,-89.90904693,7
RECOVERY OF REPORTED STOLEN VEHICLE,0,2018,10,29.98623834,-90.06509696,5
"BURGLAR ALARM, SILENT",2,2018,10,29.96706988,-90.03872934,5
COMPLAINT OTHER,1,2018,10,29.95542795,-90.06687159,8
COMPLAINT OTHER,1,2018,10,29.95875735,-90.01946663,5
AREA CHECK,1,2018,10,29.9696428,-90.0874115,1
HIT & RUN,1,2018,10,30.0164746,-90.02023541,7
COMPLAINT OTHER,1,2018,10,29.97033945,-90.09421083,1
TRAFFIC INCIDENT,1,2018,10,29.93787625,-90.1067483,2
COMPLAINT OTHER,1,2018,10,29.96026084,-90.09482562,1
COMPLAINT OTHER,1,2018,10,29.95273219,-90.07092401,8
ARMED ROBBERY WITH GUN,2,2018,10,30.02263584,-90.06063202,3
TOW IMPOUNDED VEHICLE (PRIVATE),0,2018,10,29.96684158,-90.08665629,1
RECOVERY OF REPORTED STOLEN VEHICLE,1,2018,10,29.96987944,-90.08001558,1
MENTAL PATIENT,1,2018,10,0,0,7
THEFT BY FRAUD,0,2018,10,29.94495779,-90.10566989,2
COMPLAINT OTHER,1,2018,10,29.96788444,-90.09058527,1
CRUELTY TO ANIMALS,1,2018,10,29.96719238,-90.08484525,1
MEDICAL,2,2018,10,0,0,3
TOW IMPOUNDED VEHICLE (PRIVATE),0,2018,10,29.93914301,-90.09731101,2
DOMESTIC DISTURBANCE,1,2018,10,29.95104803,-90.07729824,8
AUTO ACCIDENT WITH INJURY,2,2018,10,29.96880495,-90.03036858,5
AREA CHECK,1,2018,10,29.97068135,-90.08280482,1
BUSINESS CHECK,1,2018,10,29.97525546,-90.09007114,1
AUTO ACCIDENT,1,2018,10,29.92916805,-90.06772521,6
AREA CHECK,1,2018,10,29.9448399,-90.09279624,6
AREA CHECK,1,2018,10,29.93728292,-90.10190356,2
FIGHT,1,2018,10,30.04973218,-89.95670651,7
COMPLAINT OTHER,1,2018,10,29.94802203,-90.07761783,8
THEFT FROM EXTERIOR OF VEHICLE,0,2018,10,29.9783476,-90.10857904,3
QUALITY OF LIFE ISSUE,1,2018,10,29.94166089,-90.07163407,6
SHOPLIFTING,1,2018,10,30.01962905,-89.96252504,7
COMPLAINT OTHER,1,2018,10,29.93409744,-90.09763715,6
RECKLESS DRIVING,2,2018,10,30.15184189,-89.85760172,7
BUSINESS CHECK,1,2018,10,29.97410759,-90.09197686,1
SIMPLE CRIMINAL DAMAGE,1,2018,10,29.94329006,-90.08545717,6
QUALITY OF LIFE ISSUE,1,2018,10,29.9418002,-90.0733761,6
"BURGLAR ALARM, SILENT",2,2018,10,29.97680558,-90.06777498,5
COMPLAINT OTHER,1,2018,10,29.96757374,-90.12527087,2
SUSPICIOUS PERSON,2,2018,10,29.95031548,-90.07520257,8
SIMPLE CRIMINAL DAMAGE,1,2018,10,29.9294506,-90.01862303,4
AUTO ACCIDENT,1,2018,10,29.94830566,-90.08349436,6
AUTO ACCIDENT,1,2018,10,29.95713155,-90.07271931,1
SUSPICIOUS PERSON,2,2018,10,29.91784074,-89.99667052,4
DOMESTIC DISTURBANCE,2,2018,10,29.96757374,-90.12527087,2
DISTURBANCE (OTHER),1,2018,10,29.9410775,-90.0989298,2
AREA CHECK,1,2018,10,30.01583949,-90.10468205,3
DISTURBANCE (OTHER),1,2018,10,30.02176996,-89.91878931,7
HIT & RUN,1,2018,10,29.95385694,-90.06958596,8
AUTO THEFT,1,2018,10,29.96716545,-90.06074982,8
DISTURBANCE (OTHER),1,2018,10,29.9062055,-89.95440995,4
DRUG VIOLATIONS,1,2018,10,30.04181628,-89.9312719,7
COMPLAINT OTHER,1,2018,10,29.96499139,-90.08121971,1
BUSINESS CHECK,1,2018,10,29.97804654,-90.09716038,3
HIT & RUN,1,2018,10,29.93619763,-90.06665064,6
"BURGLAR ALARM, SILENT",1,2018,10,30.0088212,-90.05417283,3
AREA CHECK,1,2018,10,29.95073059,-90.03456361,4
COMPLAINT OTHER,1,2018,10,29.95431086,-90.07096902,8
RETURN FOR ADDITIONAL INFO,1,2018,10,29.94311105,-90.13433858,2
DIRECTED PATROL,1,2018,10,29.96848511,-90.05606857,5
AUTO ACCIDENT,1,2018,10,30.00405054,-90.10852461,3
SHOPLIFTING,1,2018,10,29.97704381,-90.09574889,1
AREA CHECK,1,2018,10,29.96922456,-90.0773124,1
AREA CHECK,1,2018,10,29.96419194,-90.09600637,1
COMPLAINT OTHER,1,2018,10,30.03820239,-89.97709764,7
AREA CHECK,1,2018,10,29.96446653,-90.0940548,1
MEDICAL,2,2018,10,0,0,4
COMPLAINT OTHER,1,2018,10,29.94099655,-90.08369367,6
MEDICAL,2,2018,10,0,0,3
SUSPICIOUS PERSON,1,2018,10,29.94982567,-90.13263793,2
INCIDENT REQUESTED BY ANOTHER AGENCY,2,2018,10,29.97207133,-90.12125485,3
COMPLAINT OTHER,1,2018,10,30.00305119,-90.05982907,3
COMPLAINT OTHER,2,2018,10,29.99960479,-90.05440677,3
TRAFFIC INCIDENT,1,2018,10,29.95448436,-90.11898585,2
AUTO ACCIDENT,1,2018,10,30.00510661,-90.02524262,3
SUSPICIOUS PERSON,2,2018,10,29.92106756,-89.99855687,4
MEDICAL,2,2018,10,0,0,6
COMPLAINT OTHER,1,2018,10,29.97084942,-90.07867348,1
COMPLAINT OTHER,1,2018,10,29.98220456,-90.06493967,5
AUTO THEFT,1,2018,10,29.92267314,-90.07243801,6
DISTURBANCE (OTHER),1,2018,10,29.92790053,-90.03775435,4
COMPLAINT OTHER,1,2018,10,29.95962797,-90.06618577,8
COMPLAINT OTHER,1,2018,10,29.94132428,-90.08009571,6
SUSPICIOUS PERSON,2,2018,10,29.9447126,-90.09371942,6
COMPLAINT OTHER,1,2018,10,29.95818348,-90.06478965,8
COMPLAINT OTHER,1,2018,10,29.96517513,-90.03357048,5
COMPLAINT OTHER,1,2018,10,30.02607893,-90.01038812,7
"BURGLAR ALARM, SILENT",1,2018,10,29.97842603,-90.06368792,5
THEFT,0,2018,10,29.95059071,-90.07378707,8
TRAFFIC INCIDENT,1,2018,10,29.96992738,-90.11658412,2
COMPLAINT OTHER,1,2018,10,29.97006994,-90.10402843,1
DISTURBANCE (OTHER),1,2018,10,29.9664242,-90.08715359,1
COMPLAINT OTHER,1,2018,10,30.04727305,-89.98071308,7
AREA CHECK,1,2018,10,29.98280676,-90.09716113,3
AREA CHECK,1,2018,10,29.99455278,-90.10388216,3
SUSPICIOUS PERSON,2,2018,10,30.02595108,-90.08526284,3
SIMPLE CRIMINAL DAMAGE,1,2018,10,29.98500434,-90.0522194,5
MISSING ADULT,1,2018,10,29.96543895,-90.05284295,5
COMPLAINT OTHER,1,2018,10,29.97412245,-90.05049918,5
"BURGLAR ALARM, SILENT",1,2018,10,30.04582091,-89.98874997,7
SUSPICIOUS PERSON,2,2018,10,29.94397519,-90.07704695,6
BUSINESS CHECK,1,2018,10,29.96879899,-90.05086639,5
BUSINESS CHECK,1,2018,10,29.9862692,-90.11114868,3
DISTURBANCE (OTHER),2,2018,10,29.92870397,-90.09099967,6
MEDICAL,2,2018,10,0,0,8
SUSPICIOUS PERSON,1,2018,10,30.06555708,-89.95577371,7
RETURN FOR ADDITIONAL INFO,1,2018,10,30.00540813,-90.07471359,3
AREA CHECK,1,2018,10,29.99433348,-90.11160181,3
AUTO ACCIDENT,1,2018,10,29.92437867,-90.01387806,4
MEDICAL,2,2018,10,0,0,1
MUNICIPAL ATTACHMENT,1,2018,10,29.95965213,-90.06634993,8
DRUG VIOLATIONS,1,2018,10,29.95805808,-90.06463315,8
RETURN FOR ADDITIONAL INFO,1,2018,10,30.02756361,-89.96817036,7
THEFT BY FRAUD,1,2018,10,29.92547034,-90.06975701,6
EXTORTION (THREATS),1,2018,10,30.00832391,-90.03242048,3
SUSPICIOUS PERSON,1,2018,10,29.96821994,-90.03266169,5
"BURGLAR ALARM, SILENT",1,2018,10,30.05635491,-89.95895219,7
BUSINESS CHECK,1,2018,10,29.92222311,-90.12294204,2
AREA CHECK,1,2018,10,29.96900208,-90.10075192,1
RETURN FOR ADDITIONAL INFO,1,2018,10,29.94311105,-90.13433858,2
MUNICIPAL ATTACHMENT,1,2018,10,29.95818348,-90.06478965,8
TRAFFIC INCIDENT,1,2018,10,29.92094682,-90.01470707,4
COMPLAINT OTHER,1,2018,10,29.94125482,-90.07955187,6
FUGITIVE ATTACHMENT,1,2018,10,29.95542795,-90.06687159,8
SIMPLE BURGLARY VEHICLE,2,2018,10,29.91980181,-90.09459672,6
AREA CHECK,1,2018,10,29.99738937,-90.11420607,3
MUNICIPAL ATTACHMENT,1,2018,10,29.96026084,-90.09482562,1
COMPLAINT OTHER,1,2018,10,29.96022134,-90.09297397,1
MENTAL PATIENT,2,2018,10,0,0,3
SUSPICIOUS PERSON,2,2018,10,29.93443663,-90.07244446,6
SUSPICIOUS PERSON,2,2018,10,29.94808717,-90.1088667,2
AUTO ACCIDENT,1,2018,10,29.96514325,-90.09811168,1
AREA CHECK,1,2018,10,29.97940064,-90.09499196,1
DISTURBANCE (OTHER),1,2018,10,29.95631701,-90.13128429,2
THEFT,2,2018,10,30.03734725,-89.91245696,7
MENTAL PATIENT,2,2018,10,0,0,6
COMPLAINT OTHER,1,2018,10,29.9656487,-90.05251068,5
COMPLAINT OTHER,1,2018,10,29.94461003,-90.07921801,6
COMPLAINT OTHER,1,2018,10,29.950252,-90.06738192,8
RETURN FOR ADDITIONAL INFO,1,2018,10,29.96409808,-90.06511924,8
AREA CHECK,1,2018,10,29.9696428,-90.0874115,1
AREA CHECK,1,2018,10,29.96864508,-90.10406003,1
SIMPLE CRIMINAL DAMAGE,1,2018,10,29.94979644,-90.108455,2
COMPLAINT OTHER,1,2018,10,29.94544992,-90.07594627,6
AREA CHECK,1,2018,10,29.97052548,-90.10684733,3
"BURGLAR ALARM, SILENT",1,2018,10,29.92525566,-90.1206029,2
SHOPLIFTING,1,2018,10,29.93505534,-90.10825948,2
MEDICAL,2,2018,10,0,0,6
RETURN FOR ADDITIONAL INFO,1,2018,10,29.95542795,-90.06687159,8
RETURN FOR ADDITIONAL INFO,1,2018,10,30.02756361,-89.96817036,7
COMPLAINT OTHER,1,2018,10,29.95892787,-90.07505279,1
AREA CHECK,1,2018,10,30.00284898,-90.11039916,3
HIT & RUN,1,2018,10,30.0029868,-90.05015927,3
BUSINESS CHECK,1,2018,10,29.97509978,-90.10090743,3
RECKLESS DRIVING,1,2018,10,29.97186793,-90.03897734,5
SUSPICIOUS PERSON,2,2018,10,30.0430929,-89.97524967,7
COMPLAINT OTHER,1,2018,10,29.9714994,-90.06192519,5
AUTO ACCIDENT WITH INJURY,2,2018,10,30.04153879,-89.96831434,7
MEDICAL,2,2018,10,0,0,7
SIMPLE BURGLARY VEHICLE,1,2018,10,29.93919495,-90.09241178,6
MEDICAL,2,2018,10,0,0,5
RESIDENCE CHECK,1,2018,10,29.97968497,-90.09255484,1
SUSPICIOUS PERSON,2,2018,10,29.95924156,-90.12582836,2
SIMPLE BURGLARY VEHICLE,1,2018,10,29.94567321,-90.12689697,2
SUSPICIOUS PERSON,2,2018,10,29.95827271,-90.07880996,1
DISTURBANCE (OTHER),1,2018,10,29.92171854,-90.01634236,4
TRAFFIC INCIDENT,1,2018,10,29.91896238,-90.01098113,4
COMPLAINT OTHER,1,2018,10,29.93531937,-90.08908915,6
TRAFFIC INCIDENT,1,2018,10,29.94845131,-90.06591875,8
TRAFFIC INCIDENT,1,2018,10,29.96893162,-90.10642935,1
AUTO ACCIDENT,1,2018,10,29.96522069,-90.03094773,5
COMPLAINT OTHER,1,2018,10,29.92961129,-90.07698572,6
TRAFFIC INCIDENT,1,2018,10,29.94895869,-90.10065392,6
THEFT,1,2018,10,29.97539892,-90.03632232,5
SUSPICIOUS PERSON,2,2018,10,29.95689799,-90.07918629,8
"BURGLAR ALARM, SILENT",1,2018,10,30.05041097,-89.96733148,7
TOW IMPOUNDED VEHICLE (PRIVATE),0,2018,10,29.99447774,-90.04266617,5
BUSINESS CHECK,1,2018,10,29.97475024,-90.09997189,1
COMPLAINT OTHER,2,2018,10,29.93692481,-90.10273049,2
AREA CHECK,1,2018,10,30.05702617,-89.96991928,7
COMPLAINT OTHER,1,2018,10,29.95323214,-90.06865739,8
"BURGLAR ALARM, SILENT",1,2018,10,30.02343729,-90.01159519,7
THEFT,2,2018,10,29.9355993,-90.08920266,6
COMPLAINT OTHER,1,2018,10,29.91803717,-90.0984255,6
COMPLAINT OTHER,1,2018,10,29.95387931,-90.06989927,8
AUTO ACCIDENT,1,2018,10,29.9738312,-90.05366152,5
COMPLAINT OTHER,1,2018,10,29.95907108,-90.07754633,1
RETURN FOR ADDITIONAL INFO,1,2018,10,29.95924156,-90.12582836,2
AUTO ACCIDENT,1,2018,10,29.96126412,-90.03567403,5
RETURN FOR ADDITIONAL INFO,1,2018,10,29.92481845,-90.02156063,4
ARMED ROBBERY WITH GUN,2,2018,10,29.92862343,-90.06909746,6
COMPLAINT OTHER,1,2018,10,29.96563507,-90.12564694,2
SUSPICIOUS PERSON,2,2018,10,29.95761996,-90.06381291,8
TRAFFIC INCIDENT,1,2018,10,29.96901033,-90.02577257,5
RESIDENCE CHECK,1,2018,10,29.97970751,-90.09259193,1
TRAFFIC INCIDENT,1,2018,10,30.0139102,-90.01343096,7
AREA CHECK,1,2018,10,29.97441122,-90.10470971,3
AREA CHECK,1,2018,10,30.04395808,-89.93124278,7
BUSINESS CHECK,1,2018,10,29.92581669,-90.01971498,4
AUTO ACCIDENT,1,2018,10,29.92125588,-90.01556512,4
SHOPLIFTING,1,2018,10,29.97704381,-90.09574889,1
RETURN FOR ADDITIONAL INFO,1,2018,10,29.95924156,-90.12582836,2
AREA CHECK,1,2018,10,29.96579552,-90.09405799,1
HIT & RUN,1,2018,10,29.97839909,-90.08011272,1
AREA CHECK,1,2018,10,30.01357483,-90.10170749,3
AUTO ACCIDENT,1,2018,10,29.96307365,-90.09327236,1
MENTAL PATIENT,1,2018,10,0,0,6
COMPLAINT OTHER,1,2018,10,29.95825976,-90.06309073,8
AREA CHECK,1,2018,10,29.96734357,-90.06242873,1
COMPLAINT OTHER,1,2018,10,29.97223134,-90.12215319,3
"BURGLAR ALARM, SILENT",2,2018,10,29.99921897,-90.12123825,3
SIMPLE CRIMINAL DAMAGE,0,2018,10,30.04439142,-89.92630176,7
HIT & RUN,1,2018,10,29.94926914,-90.04080657,4
MEDICAL,2,2018,10,0,0,3
RETURN FOR ADDITIONAL INFO,1,2018,10,29.94983828,-90.03189416,4
INCIDENT REQUESTED BY ANOTHER AGENCY,2,2018,10,29.98135247,-90.11026152,3
TRAFFIC INCIDENT,1,2018,10,29.94007161,-90.10357105,2
COMPLAINT OTHER,1,2018,10,30.00510661,-90.02524262,3
AREA CHECK,1,2018,10,29.99729994,-90.10764787,3
COMPLAINT OTHER,1,2018,10,29.96956068,-90.04783166,5
COMPLAINT OTHER,1,2018,10,29.92949864,-90.01861936,4
AUTO ACCIDENT,1,2018,10,29.95368821,-90.08295332,1
COMPLAINT OTHER,1,2018,10,29.95571799,-90.07260091,8
MENTAL PATIENT,2,2018,10,0,0,3
SUICIDE THREAT,2,2018,10,0,0,8
COMPLAINT OTHER,1,2018,10,29.92475807,-90.12476653,2
RECOVERY OF REPORTED STOLEN VEHICLE,1,2018,10,29.91967003,-90.09271618,6
COMPLAINT OTHER,1,2018,10,29.98199828,-90.05562448,5
COMPLAINT OTHER,1,2018,10,29.97784423,-90.07102638,1
HIT & RUN,1,2018,10,29.9534444,-90.05151794,4
TRAFFIC INCIDENT,1,2018,10,29.96483057,-90.11111152,2
HOLD UP ALARM,2,2018,10,29.92402898,-89.99213037,4
BUSINESS CHECK,1,2018,10,29.97475024,-90.09997189,1
COMPLAINT OTHER,1,2018,10,29.9728849,-90.09596697,1
SUSPICIOUS PERSON,2,2018,10,29.94291447,-90.08070775,6
EXTORTION (THREATS),1,2018,10,29.97005148,-90.06389536,5
AUTO ACCIDENT,1,2018,10,29.96478387,-90.1220173,2
COMPLAINT OTHER,1,2018,10,30.05702617,-89.96991928,7
WARR STOP WITH RELEASE,0,2018,10,29.91980181,-90.09459672,6
SUSPICIOUS PERSON,2,2018,10,29.95424169,-90.0991517,6
DISCHARGING FIREARM,1,2018,10,29.97477522,-90.05488154,5
WARR STOP WITH RELEASE,0,2018,10,29.91980181,-90.09459672,6
COMPLAINT OTHER,1,2018,10,29.97438781,-90.10060076,1
COMPLAINT OTHER,1,2018,10,29.96733149,-90.09827678,1
ABANDONED VEHICLE,1,2018,10,29.91661691,-90.1234038,2
FIGHT,2,2018,10,0.0,0.0,0
COMPLAINT OTHER,1,2018,10,29.91794306,-90.12737295,2
AREA CHECK,1,2018,10,30.06617808,-89.94952839,7
BUSINESS CHECK,1,2018,10,29.94709146,-90.13034518,2
MEDICAL,2,2018,10,0,0,8
COMPLAINT OTHER,1,2018,10,29.95792523,-90.06359769,8
COMPLAINT OTHER,1,2018,10,29.95509879,-90.06880278,8
RETURN FOR ADDITIONAL INFO,1,2018,10,30.02756361,-89.96817036,7
SUICIDE ATTEMPT,2,2018,10,0,0,3
DISTURBANCE (OTHER),2,2018,10,29.93531937,-90.08908915,6
COMPLAINT OTHER,2,2018,10,29.951092,-90.12598659,2
TRAFFIC INCIDENT,1,2018,10,30.03717165,-89.99324079,7
DISTURBANCE (OTHER),1,2018,10,29.98060819,-90.06265996,5
"BURGLAR ALARM, SILENT",1,2018,10,29.93716099,-90.10195432,2
FIGHT,2,2018,10,29.9328631,-90.03962955,4
COMPLAINT OTHER,1,2018,10,30.05010295,-89.9531847,7
SIMPLE BURGLARY VEHICLE,1,2018,10,29.95194029,-90.11754134,2
HIT & RUN,1,2018,10,29.95827271,-90.07880996,1
THEFT,0,2018,10,29.95430438,-90.01088124,5
HIT & RUN,1,2018,10,30.00510661,-90.02524262,3
TRAFFIC INCIDENT,1,2018,10,29.96522139,-90.06942224,1
THEFT,1,2018,10,30.00262709,-90.03815632,3
TRAFFIC INCIDENT,1,2018,10,30.01081305,-90.01027849,7
MENTAL PATIENT,1,2018,10,0,0,7
AUTO THEFT,0,2018,10,29.97113968,-90.03718915,5
